model_name,model_family,hf_model_id,scope,method,label,x,y
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.6164383561643836,1.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,1.0,1.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.0,0.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.0,0.0196078431372549
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.0,0.21568627450980393
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.02040816326530612,0.21568627450980393
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.02040816326530612,0.23529411764705882
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.04081632653061224,0.23529411764705882
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.04081632653061224,0.47058823529411764
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.08163265306122448,0.47058823529411764
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.08163265306122448,0.5490196078431373
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.14285714285714285,0.5490196078431373
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.14285714285714285,0.5686274509803921
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.1836734693877551,0.5686274509803921
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.1836734693877551,0.5882352941176471
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.22448979591836735,0.5882352941176471
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.22448979591836735,0.6078431372549019
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3469387755102041,0.6078431372549019
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3469387755102041,0.6470588235294118
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3673469387755102,0.6470588235294118
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3673469387755102,0.7058823529411765
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3877551020408163,0.7058823529411765
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.3877551020408163,0.7254901960784313
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.4489795918367347,0.7254901960784313
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,neutral,0.4489795918367347,0.7450980392156863
